;Código Pacote;Label SEEDS;Unnamed: 2;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;Fase;Atividade;Diâmetro;Codigo;"Operação - caso Sonda ser Dual Active
";Código 2;Fase.1;Atividade.1;Operação;Unnamed: 19;Unnamed: 20
888;;;RIH_BHA_18_5_5;Descer BHA com Alargador {phase5_diameter} pol (riser);insere;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 5;Montagem e descida de BHA de perfuração;"""Broca {phase5_diameter} """"""";"""Perfuração {phase5_diameter} """"""";Montagem e descida de BHA de perfuração;;5;Perfuração;Descida de coluna em poço revestido;Baixa;P-01
889;;;RIH_BHA_18_6_5;Descer BHA com Alargador {phase5_diameter} pol (poço revestido);insere;y ={PIF}- PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 5;Montagem e descida de BHA de perfuração;"""Broca {phase5_diameter} """"""";"""Perfuração {phase5_diameter} """"""";Montagem e descida de BHA de perfuração;;5;Perfuração;Descida de coluna em poço revestido;Moderada;P-02, P-03
890;RIH_BHA 18-fase-6;RIH_BHA 18-fase-6;RIH_BHA_18_1_6;Montar BHA com Alargador {phase6_diameter} pol;zerar itens;;;6;0;0;FASE 6;Montagem e descida de BHA de perfuração;"""Broca {phase6_diameter} """"""";"""Perfuração {phase6_diameter} """"""";Montagem e descida de BHA de perfuração;;6;Perfuração;Montagem de BHA;Baixa;P-01
891;;;RIH_BHA_18_2_6;Montar FIRBP com bucha nominal;;;;1;0;0;FASE 6;Montagem e descida de BHA de perfuração;"""Broca {phase6_diameter} """"""";"""Perfuração {phase6_diameter} """"""";Montagem e descida de BHA de perfuração;;6;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
892;;;RIH_BHA_18_3_6;"""Montar FIRBP com bucha proteção {phase7_case_diameter} pol""""""";;;;1;0;0;FASE 6;Montagem e descida de BHA de perfuração;"""Broca {phase6_diameter} """"""";"""Perfuração {phase6_diameter} """"""";Montagem e descida de BHA de perfuração;;6;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
893;;;RIH_BHA_18_4_6;"""Montar FIRBP com bucha proteçao {phase6_case_diameter} pol """"""";;;;1;0;0;FASE 6;Montagem e descida de BHA de perfuração;"""Broca {phase6_diameter} """"""";"""Perfuração {phase6_diameter} """"""";Montagem e descida de BHA de perfuração;;6;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
894;;;RIH_BHA_18_5_6;Descer BHA com Alargador {phase6_diameter} pol (riser);insere;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 6;Montagem e descida de BHA de perfuração;"""Broca {phase6_diameter} """"""";"""Perfuração {phase6_diameter} """"""";Montagem e descida de BHA de perfuração;;6;Perfuração;Descida de coluna em poço revestido;Baixa;P-01
895;;;RIH_BHA_18_6_6;Descer BHA com Alargador {phase6_diameter} pol (poço revestido);insere;y ={PIF}- PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 6;Montagem e descida de BHA de perfuração;"""Broca {phase6_diameter} """"""";"""Perfuração {phase6_diameter} """"""";Montagem e descida de BHA de perfuração;;6;Perfuração;Descida de coluna em poço revestido;Moderada;P-02, P-03
896;RIH_BHA 18-fase-7;RIH_BHA 18-fase-7;RIH_BHA_18_1_7;Montar BHA com Alargador {phase7_diameter} pol;zerar itens;;;6;0;0;FASE 7;Montagem e descida de BHA de perfuração;"""Broca {phase7_diameter} """"""";"""Perfuração {phase7_diameter} """"""";Montagem e descida de BHA de perfuração;;7;Perfuração;Montagem de BHA;Baixa;P-01
897;;;RIH_BHA_18_2_7;Montar FIRBP com bucha nominal;;;;1;0;0;FASE 7;Montagem e descida de BHA de perfuração;"""Broca {phase7_diameter} """"""";"""Perfuração {phase7_diameter} """"""";Montagem e descida de BHA de perfuração;;7;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
898;;;RIH_BHA_18_3_7;"""Montar FIRBP com bucha proteção {phase8_case_diameter} pol""""""";;;;1;0;0;FASE 7;Montagem e descida de BHA de perfuração;"""Broca {phase7_diameter} """"""";"""Perfuração {phase7_diameter} """"""";Montagem e descida de BHA de perfuração;;7;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
899;;;RIH_BHA_18_4_7;"""Montar FIRBP com bucha proteçao {phase7_case_diameter} pol """"""";;;;1;0;0;FASE 7;Montagem e descida de BHA de perfuração;"""Broca {phase7_diameter} """"""";"""Perfuração {phase7_diameter} """"""";Montagem e descida de BHA de perfuração;;7;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
900;;;RIH_BHA_18_5_7;Descer BHA com Alargador {phase7_diameter} pol (riser);insere;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 7;Montagem e descida de BHA de perfuração;"""Broca {phase7_diameter} """"""";"""Perfuração {phase7_diameter} """"""";Montagem e descida de BHA de perfuração;;7;Perfuração;Descida de coluna em poço revestido;Baixa;P-01
901;;;RIH_BHA_18_6_7;Descer BHA com Alargador {phase7_diameter} pol (poço revestido);insere;y ={PIF}- PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 7;Montagem e descida de BHA de perfuração;"""Broca {phase7_diameter} """"""";"""Perfuração {phase7_diameter} """"""";Montagem e descida de BHA de perfuração;;7;Perfuração;Descida de coluna em poço revestido;Moderada;P-02, P-03
902;RIH_BHA 18-fase-8;RIH_BHA 18-fase-8;RIH_BHA_18_1_8;Montar BHA com Alargador {phase8_diameter} pol;zerar itens;;;6;0;0;FASE 8;Montagem e descida de BHA de perfuração;"""Broca {phase8_diameter} """"""";"""Perfuração {phase8_diameter} """"""";Montagem e descida de BHA de perfuração;;8;Perfuração;Montagem de BHA;Baixa;P-01
903;;;RIH_BHA_18_2_8;Montar FIRBP com bucha nominal;;;;1;0;0;FASE 8;Montagem e descida de BHA de perfuração;"""Broca {phase8_diameter} """"""";"""Perfuração {phase8_diameter} """"""";Montagem e descida de BHA de perfuração;;8;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
904;;;RIH_BHA_18_3_8;"""Montar FIRBP com bucha proteção {phase9_case_diameter} pol""""""";;;;1;0;0;FASE 8;Montagem e descida de BHA de perfuração;"""Broca {phase8_diameter} """"""";"""Perfuração {phase8_diameter} """"""";Montagem e descida de BHA de perfuração;;8;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
905;;;RIH_BHA_18_4_8;"""Montar FIRBP com bucha proteçao {phase8_case_diameter} pol """"""";;;;1;0;0;FASE 8;Montagem e descida de BHA de perfuração;"""Broca {phase8_diameter} """"""";"""Perfuração {phase8_diameter} """"""";Montagem e descida de BHA de perfuração;;8;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
906;;;RIH_BHA_18_5_8;Descer BHA com Alargador {phase8_diameter} pol (riser);insere;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 8;Montagem e descida de BHA de perfuração;"""Broca {phase8_diameter} """"""";"""Perfuração {phase8_diameter} """"""";Montagem e descida de BHA de perfuração;;8;Perfuração;Descida de coluna em poço revestido;Baixa;P-01
907;;;RIH_BHA_18_6_8;Descer BHA com Alargador {phase8_diameter} pol (poço revestido);insere;y ={PIF}- PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 8;Montagem e descida de BHA de perfuração;"""Broca {phase8_diameter} """"""";"""Perfuração {phase8_diameter} """"""";Montagem e descida de BHA de perfuração;;8;Perfuração;Descida de coluna em poço revestido;Moderada;P-02, P-03
908;RIH_BHA 18-fase-9;RIH_BHA 18-fase-9;RIH_BHA_18_1_9;Montar BHA com Alargador {phase9_diameter} pol;zerar itens;;;6;0;0;FASE 9;Montagem e descida de BHA de perfuração;"""Broca {phase9_diameter} """"""";"""Perfuração {phase9_diameter} """"""";Montagem e descida de BHA de perfuração;;9;Perfuração;Montagem de BHA;Baixa;P-01
909;;;RIH_BHA_18_2_9;Montar FIRBP com bucha nominal;;;;1;0;0;FASE 9;Montagem e descida de BHA de perfuração;"""Broca {phase9_diameter} """"""";"""Perfuração {phase9_diameter} """"""";Montagem e descida de BHA de perfuração;;9;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
910;;;RIH_BHA_18_3_9;"""Montar FIRBP com bucha proteção {phase9_case_diameter} pol + 1""""""";;;;1;0;0;FASE 9;Montagem e descida de BHA de perfuração;"""Broca {phase9_diameter} """"""";"""Perfuração {phase9_diameter} """"""";Montagem e descida de BHA de perfuração;;9;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
911;;;RIH_BHA_18_4_9;"""Montar FIRBP com bucha proteçao {phase9_case_diameter} pol """"""";;;;1;0;0;FASE 9;Montagem e descida de BHA de perfuração;"""Broca {phase9_diameter} """"""";"""Perfuração {phase9_diameter} """"""";Montagem e descida de BHA de perfuração;;9;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
912;;;RIH_BHA_18_5_9;Descer BHA com Alargador {phase9_diameter} pol (riser);insere;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 9;Montagem e descida de BHA de perfuração;"""Broca {phase9_diameter} """"""";"""Perfuração {phase9_diameter} """"""";Montagem e descida de BHA de perfuração;;9;Perfuração;Descida de coluna em poço revestido;Baixa;P-01
913;;;RIH_BHA_18_6_9;Descer BHA com Alargador {phase9_diameter} pol (poço revestido);insere;y ={PIF}- PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 9;Montagem e descida de BHA de perfuração;"""Broca {phase9_diameter} """"""";"""Perfuração {phase9_diameter} """"""";Montagem e descida de BHA de perfuração;;9;Perfuração;Descida de coluna em poço revestido;Moderada;P-02, P-03
914;RIH_BHA 19-fase-3;RIH_BHA 19-fase-3;RIH_BHA_19_1_3;Montar BHA com Alargador {phase3_diameter};zerar itens;;;6;0;0;FASE 3;Troca de broca;"""Broca {phase3_diameter} """"""";"""Perfuração {phase3_diameter} """"""";Troca de broca;;3;Perfuração;Montagem de BHA;Baixa;P-01
915;;;RIH_BHA_19_2_3;Montar FIRBP com bucha nominal;;;;1;0;0;FASE 3;Troca de broca;"""Broca {phase3_diameter} """"""";"""Perfuração {phase3_diameter} """"""";Troca de broca;;3;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
916;;;RIH_BHA_19_3_3;Descer BHA com Alargador {phase3_diameter} pol(riser);insere;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 3;Troca de broca;"""Broca {phase3_diameter} """"""";"""Perfuração {phase3_diameter} """"""";Troca de broca;;3;Perfuração;Descida de coluna em poço revestido;Baixa;P-01
917;;;RIH_BHA_19_4_3;Descer BHA com Alargador {phase3_diameter} pol(poço revestido);insere;y ={PIF}- PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 3;Troca de broca;"""Broca {phase3_diameter} """"""";"""Perfuração {phase3_diameter} """"""";Troca de broca;;3;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
918;;;RIH_BHA_19_5_3;Descer BHA com Alargador {phase3_diameter} pol(poço aberto);insere;y ={PFB} - PIF;itens da tabela de coluna de perfuração;0;0;0;FASE 3;Troca de broca;"""Broca {phase3_diameter} """"""";"""Perfuração {phase3_diameter} """"""";Troca de broca;;3;Perfuração;Descida de coluna em poço aberto;Moderada;P-02, P-03
919;RIH_BHA 19-fase-4;RIH_BHA 19-fase-4;RIH_BHA_19_1_4;Montar BHA com Alargador {phase4_diameter};zerar itens;;;6;0;0;FASE 4;Troca de broca;"""Broca {phase4_diameter} """"""";"""Perfuração {phase4_diameter} """"""";Troca de broca;;4;Perfuração;Montagem de BHA;Baixa;P-01
920;;;RIH_BHA_19_2_4;Montar FIRBP com bucha nominal;;;;1;0;0;FASE 4;Troca de broca;"""Broca {phase4_diameter} """"""";"""Perfuração {phase4_diameter} """"""";Troca de broca;;4;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
921;;;RIH_BHA_19_3_4;Descer BHA com Alargador {phase4_diameter} pol(riser);insere;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 4;Troca de broca;"""Broca {phase4_diameter} """"""";"""Perfuração {phase4_diameter} """"""";Troca de broca;;4;Perfuração;Descida de coluna em poço revestido;Baixa;P-01
922;;;RIH_BHA_19_4_4;Descer BHA com Alargador {phase4_diameter} pol(poço revestido);insere;y ={PIF}- PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 4;Troca de broca;"""Broca {phase4_diameter} """"""";"""Perfuração {phase4_diameter} """"""";Troca de broca;;4;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
923;;;RIH_BHA_19_5_4;Descer BHA com Alargador {phase4_diameter} pol(poço aberto);insere;y ={PFB} - PIF;itens da tabela de coluna de perfuração;0;0;0;FASE 4;Troca de broca;"""Broca {phase4_diameter} """"""";"""Perfuração {phase4_diameter} """"""";Troca de broca;;4;Perfuração;Descida de coluna em poço aberto;Moderada;P-02, P-03
924;RIH_BHA 19-fase-5;RIH_BHA 19-fase-5;RIH_BHA_19_1_5;Montar BHA com Alargador {phase5_diameter};zerar itens;;;6;0;0;FASE 5;Troca de broca;"""Broca {phase5_diameter} """"""";"""Perfuração {phase5_diameter} """"""";Troca de broca;;5;Perfuração;Montagem de BHA;Baixa;P-01
925;;;RIH_BHA_19_2_5;Montar FIRBP com bucha nominal;;;;1;0;0;FASE 5;Troca de broca;"""Broca {phase5_diameter} """"""";"""Perfuração {phase5_diameter} """"""";Troca de broca;;5;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
926;;;RIH_BHA_19_3_5;Descer BHA com Alargador {phase5_diameter} pol(riser);insere;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 5;Troca de broca;"""Broca {phase5_diameter} """"""";"""Perfuração {phase5_diameter} """"""";Troca de broca;;5;Perfuração;Descida de coluna em poço revestido;Baixa;P-01
927;;;RIH_BHA_19_4_5;Descer BHA com Alargador {phase5_diameter} pol(poço revestido);insere;y ={PIF}- PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 5;Troca de broca;"""Broca {phase5_diameter} """"""";"""Perfuração {phase5_diameter} """"""";Troca de broca;;5;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
928;;;RIH_BHA_19_5_5;Descer BHA com Alargador {phase5_diameter} pol(poço aberto);insere;y ={PFB} - PIF;itens da tabela de coluna de perfuração;0;0;0;FASE 5;Troca de broca;"""Broca {phase5_diameter} """"""";"""Perfuração {phase5_diameter} """"""";Troca de broca;;5;Perfuração;Descida de coluna em poço aberto;Moderada;P-02, P-03
929;RIH_BHA 19-fase-6;RIH_BHA 19-fase-6;RIH_BHA_19_1_6;Montar BHA com Alargador {phase6_diameter};zerar itens;;;6;0;0;FASE 6;Troca de broca;"""Broca {phase6_diameter} """"""";"""Perfuração {phase6_diameter} """"""";Troca de broca;;6;Perfuração;Montagem de BHA;Baixa;P-01
930;;;RIH_BHA_19_2_6;Montar FIRBP com bucha nominal;;;;1;0;0;FASE 6;Troca de broca;"""Broca {phase6_diameter} """"""";"""Perfuração {phase6_diameter} """"""";Troca de broca;;6;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
931;;;RIH_BHA_19_3_6;Descer BHA com Alargador {phase6_diameter} pol(riser);insere;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 6;Troca de broca;"""Broca {phase6_diameter} """"""";"""Perfuração {phase6_diameter} """"""";Troca de broca;;6;Perfuração;Descida de coluna em poço revestido;Baixa;P-01
932;;;RIH_BHA_19_4_6;Descer BHA com Alargador {phase6_diameter} pol(poço revestido);insere;y ={PIF}- PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 6;Troca de broca;"""Broca {phase6_diameter} """"""";"""Perfuração {phase6_diameter} """"""";Troca de broca;;6;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
933;;;RIH_BHA_19_5_6;Descer BHA com Alargador {phase6_diameter} pol(poço aberto);insere;y ={PFB} - PIF;itens da tabela de coluna de perfuração;0;0;0;FASE 6;Troca de broca;"""Broca {phase6_diameter} """"""";"""Perfuração {phase6_diameter} """"""";Troca de broca;;6;Perfuração;Descida de coluna em poço aberto;Moderada;P-02, P-03
934;RIH_BHA 19-fase-7;RIH_BHA 19-fase-7;RIH_BHA_19_1_7;Montar BHA com Alargador {phase7_diameter};zerar itens;;;6;0;0;FASE 7;Troca de broca;"""Broca {phase7_diameter} """"""";"""Perfuração {phase7_diameter} """"""";Troca de broca;;7;Perfuração;Montagem de BHA;Baixa;P-01
935;;;RIH_BHA_19_2_7;Montar FIRBP com bucha nominal;;;;1;0;0;FASE 7;Troca de broca;"""Broca {phase7_diameter} """"""";"""Perfuração {phase7_diameter} """"""";Troca de broca;;7;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
936;;;RIH_BHA_19_3_7;Descer BHA com Alargador {phase7_diameter} pol(riser);insere;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 7;Troca de broca;"""Broca {phase7_diameter} """"""";"""Perfuração {phase7_diameter} """"""";Troca de broca;;7;Perfuração;Descida de coluna em poço revestido;Baixa;P-01
937;;;RIH_BHA_19_4_7;Descer BHA com Alargador {phase7_diameter} pol(poço revestido);insere;y ={PIF}- PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 7;Troca de broca;"""Broca {phase7_diameter} """"""";"""Perfuração {phase7_diameter} """"""";Troca de broca;;7;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
938;;;RIH_BHA_19_5_7;Descer BHA com Alargador {phase7_diameter} pol(poço aberto);insere;y ={PFB} - PIF;itens da tabela de coluna de perfuração;0;0;0;FASE 7;Troca de broca;"""Broca {phase7_diameter} """"""";"""Perfuração {phase7_diameter} """"""";Troca de broca;;7;Perfuração;Descida de coluna em poço aberto;Moderada;P-02, P-03
939;RIH_BHA 19-fase-8;RIH_BHA 19-fase-8;RIH_BHA_19_1_8;Montar BHA com Alargador {phase8_diameter};zerar itens;;;6;0;0;FASE 8;Troca de broca;"""Broca {phase8_diameter} """"""";"""Perfuração {phase8_diameter} """"""";Troca de broca;;8;Perfuração;Montagem de BHA;Baixa;P-01
940;;;RIH_BHA_19_2_8;Montar FIRBP com bucha nominal;;;;1;0;0;FASE 8;Troca de broca;"""Broca {phase8_diameter} """"""";"""Perfuração {phase8_diameter} """"""";Troca de broca;;8;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
941;;;RIH_BHA_19_3_8;Descer BHA com Alargador {phase8_diameter} pol(riser);insere;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 8;Troca de broca;"""Broca {phase8_diameter} """"""";"""Perfuração {phase8_diameter} """"""";Troca de broca;;8;Perfuração;Descida de coluna em poço revestido;Baixa;P-01
942;;;RIH_BHA_19_4_8;Descer BHA com Alargador {phase8_diameter} pol(poço revestido);insere;y ={PIF}- PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 8;Troca de broca;"""Broca {phase8_diameter} """"""";"""Perfuração {phase8_diameter} """"""";Troca de broca;;8;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
943;;;RIH_BHA_19_5_8;Descer BHA com Alargador {phase8_diameter} pol(poço aberto);insere;y ={PFB} - PIF;itens da tabela de coluna de perfuração;0;0;0;FASE 8;Troca de broca;"""Broca {phase8_diameter} """"""";"""Perfuração {phase8_diameter} """"""";Troca de broca;;8;Perfuração;Descida de coluna em poço aberto;Moderada;P-02, P-03
944;RIH_BHA 19-fase-9;RIH_BHA 19-fase-9;RIH_BHA_19_1_9;Montar BHA com Alargador {phase9_diameter};zerar itens;;;6;0;0;FASE 9;Troca de broca;"""Broca {phase9_diameter} """"""";"""Perfuração {phase9_diameter} """"""";Troca de broca;;9;Perfuração;Montagem de BHA;Baixa;P-01
945;;;RIH_BHA_19_2_9;Montar FIRBP com bucha nominal;;;;1;0;0;FASE 9;Troca de broca;"""Broca {phase9_diameter} """"""";"""Perfuração {phase9_diameter} """"""";Troca de broca;;9;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
946;;;RIH_BHA_19_3_9;Descer BHA com Alargador {phase9_diameter} pol(riser);insere;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 9;Troca de broca;"""Broca {phase9_diameter} """"""";"""Perfuração {phase9_diameter} """"""";Troca de broca;;9;Perfuração;Descida de coluna em poço revestido;Baixa;P-01
947;;;RIH_BHA_19_4_9;Descer BHA com Alargador {phase9_diameter} pol(poço revestido);insere;y ={PIF}- PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 9;Troca de broca;"""Broca {phase9_diameter} """"""";"""Perfuração {phase9_diameter} """"""";Troca de broca;;9;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
948;;;RIH_BHA_19_5_9;Descer BHA com Alargador {phase9_diameter} pol(poço aberto);insere;y ={PFB} - PIF;itens da tabela de coluna de perfuração;0;0;0;FASE 9;Troca de broca;"""Broca {phase9_diameter} """"""";"""Perfuração {phase9_diameter} """"""";Troca de broca;;9;Perfuração;Descida de coluna em poço aberto;Moderada;P-02, P-03
